time_sec,raw_deg
1783235411.380823,43.01
1783235411.390878,43.38
1783235411.4008112,43.75
1783235411.4108512,44.14
1783235411.4209936,44.53
1783235411.4310005,44.92
1783235411.440821,45.33
1783235411.450911,45.74
1783235411.4662712,46.160000000000004
1783235411.4708486,46.56
1783235411.4807577,46.96
1783235411.4961598,47.35
1783235411.5007381,47.730000000000004
1783235411.510753,48.09
1783235411.5207658,48.44
1783235411.5307453,48.75
1783235411.5409,49.06
1783235411.550897,49.35
1783235411.560985,49.61
1783235411.571009,49.9
1783235411.5809398,50.17
1783235411.5908387,50.43
1783235411.6008728,50.72
1783235411.6108904,50.97
1783235411.620911,51.230000000000004
1783235411.6309896,51.5
1783235411.641014,51.76
1783235411.6562252,52.04
1783235411.6608455,52.31
1783235411.6708562,52.6
1783235411.680738,52.88
1783235411.6962562,53.160000000000004
1783235411.7009082,53.43
1783235411.7108493,53.730000000000004
1783235411.7207913,54.02
1783235411.7309313,54.33
1783235411.7407355,54.63
1783235411.750723,54.94
1783235411.7607448,55.26
1783235411.7707283,55.57
1783235411.7807608,55.9
1783235411.790717,56.2
1783235411.800739,56.49
1783235411.8107166,56.81
1783235411.8206897,57.11
1783235411.8308852,57.410000000000004
1783235411.8409095,57.7
1783235411.8507922,58.0
1783235411.8607838,58.300000000000004
1783235411.8707957,58.61
1783235411.8807893,58.9
1783235411.8909202,59.2
1783235411.9009604,59.51
1783235411.9109688,59.81
1783235411.9207282,60.11
1783235411.930767,60.43
1783235411.940785,60.74
1783235411.9507866,61.04
1783235411.9608393,61.35
1783235411.970781,61.660000000000004
1783235411.9808068,61.940000000000005
1783235411.9907486,62.24
1783235412.0007653,62.53
1783235412.0107543,62.81
1783235412.020723,63.09
1783235412.0307724,63.370000000000005
1783235412.0407352,63.67
1783235412.0509286,63.93
1783235412.0607944,64.21000000000001
1783235412.0708132,64.49
1783235412.0808175,64.76
1783235412.0907998,65.05
1783235412.1008136,65.32000000000001
1783235412.1107707,65.6
1783235412.1207588,65.89
1783235412.1308703,66.15
1783235412.140881,66.43
1783235412.1509,66.71000000000001
1783235412.1662035,66.96000000000001
1783235412.1707256,67.22
1783235412.1808233,67.49
1783235412.190754,67.74
1783235412.2007442,67.97
1783235412.2107775,68.23
1783235412.220779,68.48
1783235412.2307892,68.7
1783235412.2407331,68.94
1783235412.250728,69.19
1783235412.2607746,69.42
1783235412.2708929,69.64
1783235412.280748,69.89
1783235412.2907863,70.11
1783235412.300741,70.35000000000001
1783235412.310758,70.61
1783235412.3207455,70.84
1783235412.3307576,71.09
1783235412.340775,71.34
1783235412.3507102,71.56
1783235412.3607285,71.77
1783235412.3707216,71.97
1783235412.3809214,72.2
1783235412.390951,72.36
1783235412.4008565,72.53
1783235412.4107106,72.69
1783235412.4261744,72.87
1783235412.4308057,73.06
1783235412.4407656,73.19
1783235412.4507737,73.35000000000001
1783235412.4607737,73.51
1783235412.4708817,73.68
1783235412.481051,73.85000000000001
1783235412.4909627,73.98
1783235412.5009007,74.13
1783235412.5109594,74.28
1783235412.5208907,74.44
1783235412.5308166,74.58
1783235412.5408206,74.72
1783235412.5508628,74.86
1783235412.5608666,75.0
1783235412.5708904,75.18
1783235412.5807717,75.33
1783235412.5908265,75.47
